Date,Temperature_C,Humidity_pct,Precipitation_mm,WindSpeed_kmh,Pressure_hPa,Weather_Condition
2023-01-23,14.2,60.8,0.0,17.0,1014.3,Partly Cloudy
2023-01-24,11.2,63.1,0.0,11.3,1014.3,Partly Cloudy
2023-01-25,6.4,95.6,4.6,28.1,1014.3,Rainy
2023-01-26,5.4,64.9,0.0,7.5,1017.1,Partly Cloudy
2023-01-27,9.9,60.5,0.0,17.4,1013.0,Partly Cloudy
2023-01-28,4.1,65.0,0.0,11.1,1019.8,Partly Cloudy
2023-01-29,14.3,92.0,20.1,16.9,1012.0,Rainy
2023-01-30,12.2,90.6,6.0,34.1,1009.9,Rainy
2023-01-31,7.0,65.4,0.0,38.4,1016.3,Partly Cloudy
2023-02-01,3.1,67.7,0.0,15.5,1017.2,Partly Cloudy
2023-02-02,13.0,60.0,0.0,8.0,1012.8,Partly Cloudy
2023-02-03,8.4,63.7,0.0,11.8,1014.5,Partly Cloudy
2023-02-04,12.8,59.6,0.0,8.2,1012.8,Partly Cloudy
2023-02-05,3.8,65.0,0.0,8.8,1014.9,Partly Cloudy
2023-02-06,7.0,96.9,2.1,18.5,1021.8,Rainy
2023-02-07,9.0,59.0,0.0,8.4,1011.5,Partly Cloudy
2023-02-08,9.3,60.8,0.0,23.0,1008.8,Partly Cloudy
2023-02-09,7.8,58.6,0.0,11.2,1011.1,Partly Cloudy
2023-02-10,11.3,56.1,0.0,12.2,1025.6,Partly Cloudy
2023-02-11,6.0,89.7,7.0,14.1,1012.6,Rainy
2023-02-12,9.0,61.3,0.0,5.8,1016.4,Partly Cloudy
2023-02-13,10.0,72.8,0.0,6.2,1018.3,Cloudy
2023-02-14,11.3,62.1,0.0,14.3,1014.6,Partly Cloudy
2023-02-15,12.1,69.6,0.0,10.5,1015.4,Partly Cloudy
2023-02-16,6.3,70.3,0.0,14.8,1013.5,Cloudy
2023-02-17,5.1,64.9,0.0,21.4,1014.8,Partly Cloudy
2023-02-18,14.2,72.9,0.0,8.2,1018.4,Cloudy
2023-02-19,11.3,64.8,0.0,34.9,1016.7,Partly Cloudy
2023-02-20,8.0,72.4,0.0,7.0,1017.2,Cloudy
2023-02-21,15.5,93.8,5.1,11.1,1019.4,Rainy
2023-02-22,11.0,65.7,0.0,20.0,1019.1,Partly Cloudy
2023-02-23,14.5,66.0,0.0,12.5,1015.6,Partly Cloudy
2023-02-24,11.1,66.7,0.0,7.9,1010.7,Partly Cloudy
2023-02-25,17.6,55.2,0.0,5.8,1016.6,Partly Cloudy
2023-02-26,16.8,61.6,0.0,7.1,1017.3,Partly Cloudy
2023-02-27,10.5,69.2,0.0,12.9,1018.5,Partly Cloudy
2023-02-28,14.6,69.8,0.0,25.1,1014.9,Partly Cloudy
2023-03-01,13.7,58.9,0.0,4.2,1011.5,Partly Cloudy
2023-03-02,16.1,64.2,0.0,13.6,1009.0,Partly Cloudy
2023-03-03,8.8,90.2,27.3,23.4,1010.0,Rainy
2023-03-04,14.3,61.7,0.0,9.4,1014.6,Partly Cloudy
2023-03-05,15.6,63.5,0.0,25.8,1016.6,Partly Cloudy
2023-03-06,6.7,66.4,0.0,14.5,1016.1,Partly Cloudy
2023-03-07,8.7,67.2,0.0,19.3,1013.1,Partly Cloudy
2023-03-08,6.2,72.7,0.0,18.9,1015.9,Cloudy
2023-03-09,12.0,67.1,0.0,22.5,1015.5,Partly Cloudy
2023-03-10,15.3,63.4,0.0,11.5,1015.1,Partly Cloudy
2023-03-11,18.0,70.1,0.0,28.0,1016.8,Cloudy
2023-03-12,13.6,68.1,0.0,12.0,1015.2,Partly Cloudy
2023-03-13,18.8,60.0,0.0,11.0,1021.1,Partly Cloudy
2023-03-14,9.3,58.2,0.0,10.7,1013.4,Partly Cloudy
2023-03-15,8.4,59.7,0.0,10.3,1007.9,Partly Cloudy
2023-03-16,13.9,67.1,0.0,10.3,1016.7,Partly Cloudy
2023-03-17,15.5,58.6,0.0,13.0,1013.9,Partly Cloudy
2023-03-18,14.3,57.2,0.0,13.2,1012.4,Partly Cloudy
2023-03-19,8.0,61.0,0.0,13.1,1011.2,Partly Cloudy
2023-03-20,14.5,58.8,0.0,11.3,1015.8,Partly Cloudy
2023-03-21,10.8,67.9,0.0,18.9,1020.4,Partly Cloudy
2023-03-22,17.3,60.3,0.0,13.9,1014.2,Partly Cloudy
2023-03-23,16.5,79.5,6.0,20.9,1013.7,Rainy
2023-03-24,12.6,63.1,0.0,7.2,1016.0,Partly Cloudy
2023-03-25,14.1,88.5,23.1,10.8,1011.9,Rainy
2023-03-26,12.6,60.6,0.0,17.9,1014.6,Partly Cloudy
2023-03-27,15.9,67.4,0.0,19.4,1013.9,Partly Cloudy
2023-03-28,19.4,58.1,0.0,6.9,1014.0,Partly Cloudy
2023-03-29,13.4,68.2,0.0,6.4,1015.7,Partly Cloudy
2023-03-30,18.3,63.7,0.0,23.4,1013.8,Partly Cloudy
2023-03-31,15.2,66.6,0.0,9.5,1015.9,Partly Cloudy
2023-04-01,14.6,56.7,0.0,8.4,1013.1,Partly Cloudy
2023-04-02,17.0,61.7,0.0,6.4,1016.9,Partly Cloudy
2023-04-03,14.2,62.1,0.0,6.4,1014.8,Partly Cloudy
2023-04-04,16.0,54.5,0.0,34.5,1019.9,Partly Cloudy
2023-04-05,14.1,67.9,0.0,11.7,1016.1,Partly Cloudy
2023-04-06,24.4,54.2,0.0,10.5,1013.3,Partly Cloudy
2023-04-07,18.5,57.6,0.0,6.1,1018.1,Partly Cloudy
2023-04-08,16.3,56.4,0.0,4.1,1016.0,Partly Cloudy
2023-04-09,19.4,63.7,0.0,28.8,1022.2,Partly Cloudy
2023-04-10,18.6,52.9,0.0,21.2,1019.1,Partly Cloudy
2023-04-11,18.5,63.7,0.0,13.7,1018.3,Partly Cloudy
2023-04-12,21.3,89.7,32.8,6.7,1009.8,Rainy
2023-04-13,22.0,61.9,0.0,10.8,1014.0,Partly Cloudy
2023-04-14,18.1,64.3,0.0,13.4,1015.2,Partly Cloudy
2023-04-15,18.2,64.5,0.0,13.1,1016.1,Partly Cloudy
2023-04-16,19.3,80.5,8.7,6.5,1014.8,Rainy
2023-04-17,13.0,70.0,0.0,24.8,1012.9,Partly Cloudy
2023-04-18,15.8,59.4,0.0,15.5,1014.4,Partly Cloudy
2023-04-19,25.2,57.6,0.0,9.3,1016.0,Partly Cloudy
2023-04-20,26.3,55.8,0.0,8.0,1011.1,Partly Cloudy
2023-04-21,20.4,62.3,0.0,12.4,1009.2,Partly Cloudy
2023-04-22,23.3,56.0,0.0,11.0,1018.7,Partly Cloudy
2023-04-23,22.6,59.3,0.0,15.1,1013.4,Partly Cloudy
2023-04-24,31.7,49.1,0.0,3.5,1005.7,Sunny
2023-04-25,25.6,63.6,0.0,13.5,1014.2,Partly Cloudy
2023-04-26,21.8,62.6,0.0,7.0,1014.7,Partly Cloudy
2023-04-27,19.4,83.8,35.4,13.8,1009.9,Thunderstorm
2023-04-28,17.5,58.7,0.0,11.6,1013.5,Partly Cloudy
2023-04-29,23.5,86.8,7.4,31.7,1011.6,Rainy
2023-04-30,20.6,56.2,0.0,16.2,1018.7,Partly Cloudy
2023-05-01,18.7,61.1,0.0,11.5,1015.1,Partly Cloudy
2023-05-02,21.4,65.2,0.0,5.4,1021.8,Partly Cloudy
2023-05-03,20.2,55.9,0.0,12.2,1015.6,Partly Cloudy
2023-05-04,29.3,58.1,0.0,6.9,1017.7,Partly Cloudy
2023-05-05,26.9,83.8,48.7,26.0,1006.7,Thunderstorm
2023-05-06,24.2,57.8,0.0,12.0,1020.0,Partly Cloudy
2023-05-07,29.2,53.8,0.0,6.3,1016.5,Partly Cloudy
2023-05-08,24.9,64.1,0.0,11.6,1012.1,Partly Cloudy
2023-05-09,22.1,56.2,0.0,20.6,1017.0,Partly Cloudy
2023-05-10,29.9,47.0,0.0,20.1,1020.7,Sunny
2023-05-11,26.9,60.4,0.0,10.9,1014.2,Partly Cloudy
2023-05-12,22.1,53.2,0.0,18.1,1016.8,Partly Cloudy
2023-05-13,25.0,61.5,0.0,14.0,1015.6,Partly Cloudy
2023-05-14,22.9,65.5,0.0,3.9,1017.2,Partly Cloudy
2023-05-15,21.5,62.5,0.0,10.2,1009.1,Partly Cloudy
2023-05-16,29.1,61.7,0.0,4.2,1019.7,Partly Cloudy
2023-05-17,32.4,90.1,1.9,22.5,1006.2,Drizzle
2023-05-18,22.0,64.0,0.0,7.8,1016.2,Partly Cloudy
2023-05-19,28.4,58.3,0.0,13.8,1014.4,Partly Cloudy
2023-05-20,24.7,66.3,0.0,4.0,1016.7,Partly Cloudy
2023-05-21,25.4,91.6,17.3,18.2,1014.3,Rainy
2023-05-22,25.2,66.8,0.0,11.6,1017.4,Partly Cloudy
2023-05-23,24.5,55.7,0.0,16.0,1013.2,Partly Cloudy
2023-05-24,27.6,50.2,0.0,10.5,1019.2,Partly Cloudy
2023-05-25,25.0,80.2,10.4,17.8,1012.3,Rainy
2023-05-26,28.6,60.1,0.0,22.1,1021.6,Partly Cloudy
2023-05-27,27.8,57.7,0.0,20.2,1014.2,Partly Cloudy
2023-05-28,27.3,56.0,0.0,32.7,1012.5,Partly Cloudy
2023-05-29,25.3,60.7,0.0,36.8,1018.8,Partly Cloudy
2023-05-30,26.5,50.0,0.0,40.3,1013.0,Sunny
2023-05-31,31.0,56.3,0.0,12.4,1014.8,Partly Cloudy
2023-06-01,30.3,61.5,0.0,13.8,1010.2,Partly Cloudy
2023-06-02,25.7,60.5,0.0,32.0,1017.6,Partly Cloudy
2023-06-03,29.3,59.7,0.0,24.2,1006.6,Partly Cloudy
2023-06-04,31.5,88.4,7.6,13.8,1021.0,Rainy
2023-06-05,23.9,83.1,15.0,12.5,1013.7,Rainy
2023-06-06,31.1,52.3,0.0,3.4,1020.1,Partly Cloudy
2023-06-07,27.4,63.0,0.0,15.4,1009.4,Partly Cloudy
2023-06-08,31.4,61.3,0.0,25.1,1015.8,Partly Cloudy
2023-06-09,27.3,59.9,0.0,8.0,1015.5,Partly Cloudy
2023-06-10,24.1,57.6,0.0,8.2,1013.7,Partly Cloudy
2023-06-11,24.8,58.1,0.0,17.4,1015.0,Partly Cloudy
2023-06-12,30.2,74.5,18.1,26.8,1014.1,Rainy
2023-06-13,31.0,61.2,0.0,14.1,1018.8,Partly Cloudy
2023-06-14,27.4,62.4,0.0,8.0,1014.5,Partly Cloudy
2023-06-15,32.5,73.4,0.6,16.0,1013.8,Drizzle
2023-06-16,25.2,87.3,3.1,15.1,1012.4,Rainy
2023-06-17,30.4,57.9,0.0,17.0,1009.3,Partly Cloudy
2023-06-18,26.8,52.2,0.0,8.0,1021.5,Partly Cloudy
2023-06-19,28.7,50.5,0.0,5.7,1015.2,Partly Cloudy
2023-06-20,31.0,57.5,0.0,3.4,1011.4,Partly Cloudy
2023-06-21,28.2,54.7,0.0,8.9,1015.4,Partly Cloudy
2023-06-22,29.8,65.2,0.0,20.6,1022.0,Partly Cloudy
2023-06-23,34.4,59.0,0.0,7.3,1018.9,Partly Cloudy
2023-06-24,29.4,58.6,0.0,4.4,1014.0,Partly Cloudy
2023-06-25,34.0,82.0,18.6,10.8,1011.3,Rainy
2023-06-26,27.7,63.6,0.0,6.8,1013.0,Partly Cloudy
2023-06-27,33.1,59.0,0.0,8.9,1017.3,Partly Cloudy
2023-06-28,36.1,56.1,0.0,5.4,1014.2,Partly Cloudy
2023-06-29,23.6,53.7,0.0,19.1,1017.8,Partly Cloudy
2023-06-30,29.0,71.7,0.0,6.3,1014.2,Cloudy
2023-07-01,33.5,74.1,16.4,19.6,1012.4,Rainy
2023-07-02,31.0,79.0,49.6,13.8,1010.0,Thunderstorm
2023-07-03,32.9,71.6,21.3,12.7,1007.1,Rainy
2023-07-04,29.8,83.8,44.2,23.2,1013.5,Thunderstorm
2023-07-05,32.1,80.9,18.1,16.7,1012.7,Rainy
2023-07-06,31.4,59.3,0.0,23.3,1017.5,Partly Cloudy
2023-07-07,35.6,70.1,5.6,14.0,1008.7,Rainy
2023-07-08,32.7,60.5,0.0,6.2,1013.2,Partly Cloudy
2023-07-09,33.0,75.8,2.1,15.1,1016.6,Rainy
2023-07-10,30.6,55.0,0.0,8.4,1015.8,Partly Cloudy
2023-07-11,30.4,85.5,22.6,33.4,1006.0,Rainy
2023-07-12,30.6,57.1,0.0,8.2,1017.8,Partly Cloudy
2023-07-13,33.3,56.3,0.0,14.9,1020.3,Partly Cloudy
2023-07-14,30.7,59.7,0.0,12.2,1014.1,Partly Cloudy
2023-07-15,32.9,82.0,15.5,11.2,1011.7,Rainy
2023-07-16,38.6,50.9,0.0,7.3,1013.0,Partly Cloudy
2023-07-17,34.8,53.2,0.0,13.4,1013.0,Partly Cloudy
2023-07-18,30.9,56.7,0.0,13.4,1009.7,Partly Cloudy
2023-07-19,35.8,74.2,1.2,15.0,1020.0,Drizzle
2023-07-20,30.7,85.7,7.0,16.5,1017.6,Rainy
2023-07-21,25.4,59.3,0.0,3.9,1013.0,Partly Cloudy
2023-07-22,28.7,56.9,0.0,7.2,1018.3,Partly Cloudy
2023-07-23,25.9,88.6,46.1,25.6,1012.5,Thunderstorm
2023-07-24,30.7,55.1,0.0,8.9,1009.4,Partly Cloudy
2023-07-25,31.9,54.3,0.0,20.5,1019.9,Partly Cloudy
2023-07-26,37.2,75.7,10.6,27.2,1014.5,Rainy
2023-07-27,32.8,56.6,0.0,22.1,1015.2,Partly Cloudy
2023-07-28,31.0,82.1,8.7,32.9,1009.8,Rainy
2023-07-29,34.3,50.9,0.0,15.9,1020.6,Partly Cloudy
2023-07-30,24.5,57.3,0.0,27.3,1013.8,Partly Cloudy
2023-07-31,32.3,51.8,0.0,19.8,1017.7,Partly Cloudy
2023-08-01,34.0,75.9,9.4,8.7,1011.7,Rainy
2023-08-02,26.7,73.7,3.9,20.1,1017.1,Rainy
2023-08-03,35.0,77.8,7.2,41.8,1009.2,Rainy
2023-08-04,32.4,71.5,7.2,8.2,1016.6,Rainy
2023-08-05,29.9,78.7,1.3,17.1,1022.2,Drizzle
2023-08-06,33.2,51.7,0.0,6.1,1017.4,Partly Cloudy
2023-08-07,38.4,82.9,21.7,12.6,1012.5,Rainy
2023-08-08,31.6,75.3,8.3,13.8,1010.5,Rainy
2023-08-09,31.7,51.5,0.0,15.1,1018.8,Partly Cloudy
2023-08-10,29.4,79.3,25.5,15.0,1014.9,Rainy
2023-08-11,28.0,53.9,0.0,14.8,1012.1,Partly Cloudy
2023-08-12,33.3,86.5,28.0,36.0,1014.9,Rainy
2023-08-13,27.8,51.2,0.0,21.0,1015.5,Partly Cloudy
2023-08-14,30.7,78.8,4.0,18.4,1014.9,Rainy
2023-08-15,28.8,83.1,16.0,15.5,1011.9,Rainy
2023-08-16,31.8,59.7,0.0,15.7,1017.2,Partly Cloudy
2023-08-17,31.2,78.6,9.8,8.7,1016.3,Rainy
2023-08-18,33.4,45.0,0.0,9.4,1014.0,Sunny
2023-08-19,28.3,80.9,31.3,21.1,1013.0,Rainy
2023-08-20,28.9,88.2,4.0,18.2,1018.5,Rainy
2023-08-21,26.5,58.8,0.0,21.7,1011.3,Partly Cloudy
2023-08-22,28.1,82.9,16.9,25.1,1011.0,Rainy
2023-08-23,30.6,50.4,0.0,15.4,1009.7,Partly Cloudy
2023-08-24,31.7,49.5,0.0,10.0,1012.6,Sunny
2023-08-25,26.2,57.6,0.0,8.8,1018.8,Partly Cloudy
2023-08-26,31.8,48.1,0.0,22.5,1014.7,Sunny
2023-08-27,33.2,83.6,14.1,20.5,1015.9,Rainy
2023-08-28,30.1,76.7,5.6,12.3,1019.1,Rainy
2023-08-29,34.6,79.0,2.6,25.7,1016.0,Rainy
2023-08-30,26.0,48.2,0.0,15.1,1012.1,Sunny
2023-08-31,24.3,56.3,0.0,11.5,1014.2,Partly Cloudy
2023-09-01,22.5,78.1,15.8,23.9,1016.8,Rainy
2023-09-02,32.8,43.3,0.0,16.7,1016.4,Sunny
2023-09-03,30.0,83.7,20.0,29.7,1012.4,Rainy
2023-09-04,27.5,65.2,0.0,24.6,1020.1,Partly Cloudy
2023-09-05,28.4,62.3,0.0,9.2,1012.9,Partly Cloudy
2023-09-06,23.8,61.9,0.0,12.2,1015.7,Partly Cloudy
2023-09-07,35.0,51.9,0.0,10.2,1019.2,Partly Cloudy
2023-09-08,27.5,86.0,6.0,35.9,1018.4,Rainy
2023-09-09,27.2,88.2,15.5,24.0,1009.4,Rainy
2023-09-10,29.0,82.1,7.8,17.3,1015.0,Rainy
2023-09-11,28.1,75.8,18.6,13.1,1008.6,Rainy
2023-09-12,27.1,79.7,3.7,18.0,1009.7,Rainy
2023-09-13,23.7,67.0,0.0,2.6,1011.9,Partly Cloudy
2023-09-14,27.5,56.6,0.0,10.4,1016.6,Partly Cloudy
2023-09-15,31.9,38.6,0.0,6.8,1022.5,Sunny
2023-09-16,30.0,73.7,32.5,25.4,1009.2,Rainy
2023-09-17,30.6,53.6,0.0,10.5,1008.7,Partly Cloudy
2023-09-18,23.7,63.7,0.0,13.5,1015.1,Partly Cloudy
2023-09-19,21.9,82.9,5.4,16.8,1020.2,Rainy
2023-09-20,24.5,63.5,0.0,20.9,1017.0,Partly Cloudy
2023-09-21,24.9,55.4,0.0,21.2,1015.6,Partly Cloudy
2023-09-22,28.0,72.0,7.1,21.8,1017.2,Rainy
2023-09-23,18.9,58.0,0.0,15.0,1022.7,Partly Cloudy
2023-09-24,29.0,58.1,0.0,4.4,1015.3,Partly Cloudy
2023-09-25,23.4,84.9,1.4,16.2,1017.1,Drizzle
2023-09-26,22.4,52.8,0.0,23.0,1009.7,Partly Cloudy
2023-09-27,20.3,58.1,0.0,14.1,1014.7,Partly Cloudy
2023-09-28,18.1,74.2,0.0,10.5,1013.6,Cloudy
2023-09-29,25.8,51.5,0.0,9.5,1015.4,Partly Cloudy
2023-09-30,23.2,62.0,0.0,9.5,1014.7,Partly Cloudy
2023-10-01,18.6,50.1,0.0,13.4,1020.0,Partly Cloudy
2023-10-02,18.4,65.0,0.0,8.9,1018.1,Partly Cloudy
2023-10-03,21.3,80.0,2.2,27.2,1011.4,Rainy
2023-10-04,27.5,59.0,0.0,4.0,1014.4,Partly Cloudy
2023-10-05,21.1,53.1,0.0,18.8,1016.2,Partly Cloudy
2023-10-06,16.9,62.7,0.0,25.5,1013.5,Partly Cloudy
2023-10-07,20.8,80.1,11.0,11.5,1011.8,Rainy
2023-10-08,20.5,56.2,0.0,17.7,1009.0,Partly Cloudy
2023-10-09,12.5,90.2,5.0,20.6,1013.8,Rainy
2023-10-10,20.8,82.5,26.7,12.8,1014.2,Rainy
2023-10-11,20.0,86.9,0.7,11.1,1015.2,Drizzle
2023-10-12,22.7,58.0,0.0,16.3,1013.2,Partly Cloudy
2023-10-13,26.2,57.9,0.0,31.1,1012.0,Partly Cloudy
2023-10-14,23.7,60.7,0.0,23.7,1019.8,Partly Cloudy
2023-10-15,19.0,83.6,7.4,22.8,1013.1,Rainy
2023-10-16,16.1,56.6,0.0,16.1,1017.7,Partly Cloudy
2023-10-17,27.7,54.3,0.0,14.1,1016.7,Partly Cloudy
2023-10-18,19.5,66.2,0.0,12.1,1012.5,Partly Cloudy
2023-10-19,19.1,85.9,6.5,21.7,1011.8,Rainy
2023-10-20,18.8,56.3,0.0,7.7,1017.0,Partly Cloudy
2023-10-21,19.3,62.3,0.0,19.9,1015.5,Partly Cloudy
2023-10-22,18.0,63.1,0.0,12.6,1016.6,Partly Cloudy
2023-10-23,16.4,89.0,0.8,17.7,1006.2,Drizzle
2023-10-24,16.3,81.6,2.4,33.1,1013.8,Rainy
2023-10-25,17.7,57.5,0.0,5.7,1017.5,Partly Cloudy
2023-10-26,15.9,58.3,0.0,18.1,1011.0,Partly Cloudy
2023-10-27,15.2,60.1,0.0,26.2,1010.9,Partly Cloudy
2023-10-28,17.6,63.7,0.0,16.9,1009.6,Partly Cloudy
2023-10-29,16.2,88.0,8.2,19.4,1007.5,Rainy
2023-10-30,21.6,61.2,0.0,12.4,1012.9,Partly Cloudy
2023-10-31,8.2,71.5,0.0,19.9,1016.0,Cloudy
2023-11-01,19.9,63.5,0.0,3.2,1015.6,Partly Cloudy
2023-11-02,20.2,59.2,0.0,16.5,1015.9,Partly Cloudy
2023-11-03,9.4,58.3,0.0,10.7,1016.2,Partly Cloudy
2023-11-04,14.8,58.5,0.0,12.3,1011.3,Partly Cloudy
2023-11-05,14.5,60.9,0.0,16.5,1015.0,Partly Cloudy
2023-11-06,11.0,67.7,0.0,7.1,1012.1,Partly Cloudy
2023-11-07,12.8,62.7,0.0,8.9,1013.0,Partly Cloudy
2023-11-08,11.5,60.1,0.0,25.0,1018.3,Partly Cloudy
2023-11-09,20.5,56.1,0.0,10.3,1020.2,Partly Cloudy
2023-11-10,17.7,60.6,0.0,6.1,1018.7,Partly Cloudy
2023-11-11,18.6,65.0,0.0,16.9,1016.3,Partly Cloudy
2023-11-12,16.7,69.3,0.0,24.9,1014.6,Partly Cloudy
2023-11-13,10.6,62.7,0.0,5.6,1016.9,Partly Cloudy
2023-11-14,12.3,62.9,0.0,21.5,1012.9,Partly Cloudy
2023-11-15,15.4,55.8,0.0,26.2,1016.6,Partly Cloudy
2023-11-16,9.7,73.8,0.0,20.9,1014.2,Cloudy
2023-11-17,15.7,54.7,0.0,11.9,1014.6,Partly Cloudy
2023-11-18,12.5,68.9,0.0,22.1,1009.8,Partly Cloudy
2023-11-19,11.9,61.4,0.0,23.3,1017.9,Partly Cloudy
2023-11-20,15.2,58.9,0.0,6.4,1008.4,Partly Cloudy
2023-11-21,14.2,56.8,0.0,19.2,1016.8,Partly Cloudy
2023-11-22,11.5,98.0,10.3,18.6,1017.5,Rainy
2023-11-23,16.2,62.6,0.0,13.3,1015.7,Partly Cloudy
2023-11-24,8.8,64.6,0.0,3.9,1005.3,Partly Cloudy
2023-11-25,14.1,66.8,0.0,3.3,1012.3,Partly Cloudy
2023-11-26,13.9,59.2,0.0,13.6,1013.2,Partly Cloudy
2023-11-27,10.8,63.7,0.0,11.9,1012.6,Partly Cloudy
2023-11-28,12.7,63.2,0.0,11.8,1017.3,Partly Cloudy
2023-11-29,7.5,62.4,0.0,11.0,1014.0,Partly Cloudy
2023-11-30,14.3,93.3,8.0,12.0,1013.8,Rainy
2023-12-01,10.7,62.6,0.0,20.0,1009.6,Partly Cloudy
2023-12-02,9.4,56.5,0.0,26.0,1015.3,Partly Cloudy
2023-12-03,14.3,60.8,0.0,5.0,1016.1,Partly Cloudy
2023-12-04,8.6,65.8,0.0,18.3,1018.5,Partly Cloudy
2023-12-05,6.2,61.1,0.0,5.8,1014.6,Partly Cloudy
2023-12-06,5.6,61.7,0.0,11.0,1014.1,Partly Cloudy
2023-12-07,12.4,60.3,0.0,16.0,1018.6,Partly Cloudy
2023-12-08,6.2,71.6,0.0,8.4,1013.6,Cloudy
2023-12-09,15.8,59.2,0.0,7.6,1014.3,Partly Cloudy
2023-12-10,3.4,73.8,0.0,12.7,1012.0,Cloudy
2023-12-11,15.4,58.8,0.0,19.8,1011.4,Partly Cloudy
2023-12-12,10.5,65.4,0.0,9.4,1014.7,Partly Cloudy
2023-12-13,9.4,87.0,11.5,12.5,1016.4,Rainy
2023-12-14,7.9,68.6,0.0,9.7,1017.5,Partly Cloudy
2023-12-15,10.8,58.1,0.0,22.9,1009.7,Partly Cloudy
2023-12-16,9.3,68.0,0.0,12.9,1014.5,Partly Cloudy
2023-12-17,12.9,63.4,0.0,13.4,1009.8,Partly Cloudy
2023-12-18,9.6,86.0,13.6,15.4,1011.5,Rainy
2023-12-19,9.6,63.3,0.0,11.5,1012.7,Partly Cloudy
2023-12-20,7.9,72.5,0.0,18.6,1012.2,Cloudy
2023-12-21,8.8,65.2,0.0,13.7,1018.7,Partly Cloudy
2023-12-22,9.9,60.5,0.0,30.0,1014.1,Partly Cloudy
2023-12-23,3.4,60.6,0.0,9.7,1018.7,Partly Cloudy
2023-12-24,4.4,68.8,0.0,25.1,1015.9,Partly Cloudy
2023-12-25,11.1,64.5,0.0,5.2,1013.1,Partly Cloudy
2023-12-26,9.2,67.8,0.0,13.7,1018.1,Partly Cloudy
2023-12-27,8.0,57.5,0.0,12.7,1013.3,Partly Cloudy
2023-12-28,8.6,58.7,0.0,25.2,1019.5,Partly Cloudy
2023-12-29,9.6,69.9,0.0,10.6,1011.6,Partly Cloudy
2023-12-30,6.7,67.0,0.0,29.4,1017.0,Partly Cloudy
2023-12-31,5.8,68.3,0.0,4.8,1018.1,Partly Cloudy
2024-01-01,8.9,59.6,0.0,8.1,1019.3,Partly Cloudy
2024-01-02,5.1,61.1,0.0,8.5,1016.7,Partly Cloudy
2024-01-03,9.5,69.2,0.0,5.7,1020.7,Partly Cloudy
2024-01-04,2.7,72.1,0.0,12.8,1016.6,Cloudy
2024-01-05,11.4,83.0,0.6,15.9,1011.6,Drizzle
2024-01-06,9.6,57.8,0.0,21.6,1015.6,Partly Cloudy
2024-01-07,8.9,88.9,9.5,11.0,1017.1,Rainy
2024-01-08,11.2,59.5,0.0,36.7,1014.3,Partly Cloudy
2024-01-09,13.4,58.5,0.0,28.5,1014.6,Partly Cloudy
2024-01-10,11.3,57.2,0.0,8.9,1009.1,Partly Cloudy
2024-01-11,2.1,64.8,0.0,18.1,1012.6,Partly Cloudy
2024-01-12,3.9,60.7,0.0,9.0,1014.1,Partly Cloudy
2024-01-13,6.0,60.1,0.0,17.8,1012.3,Partly Cloudy
2024-01-14,8.1,66.3,0.0,5.4,1015.4,Partly Cloudy
2024-01-15,9.7,63.8,0.0,17.4,1015.2,Partly Cloudy
2024-01-16,5.7,68.1,0.0,10.1,1010.0,Partly Cloudy
2024-01-17,8.6,56.3,0.0,4.9,1019.9,Partly Cloudy
2024-01-18,5.6,90.8,48.5,17.2,1004.8,Thunderstorm
2024-01-19,6.1,75.9,0.0,12.6,1015.3,Cloudy
2024-01-20,3.6,64.7,0.0,14.0,1015.9,Partly Cloudy
2024-01-21,5.1,70.1,0.0,29.6,1016.7,Cloudy
2024-01-22,3.8,95.6,11.1,15.1,1012.9,Rainy
2024-01-23,5.0,70.3,0.0,11.6,1015.1,Cloudy
2024-01-24,11.6,64.2,0.0,5.2,1016.2,Partly Cloudy
2024-01-25,5.2,68.8,0.0,15.5,1017.1,Partly Cloudy
2024-01-26,16.7,64.8,0.0,11.7,1020.7,Partly Cloudy
2024-01-27,9.9,67.2,0.0,6.5,1017.2,Partly Cloudy
2024-01-28,9.0,58.8,0.0,13.6,1016.5,Partly Cloudy
2024-01-29,5.7,57.2,0.0,7.2,1014.5,Partly Cloudy
2024-01-30,10.7,56.0,0.0,34.4,1009.1,Partly Cloudy
2024-01-31,6.7,64.0,0.0,10.5,1016.8,Partly Cloudy
2024-02-01,9.0,67.4,0.0,6.1,1018.1,Partly Cloudy
2024-02-02,16.8,80.8,16.9,22.1,1014.6,Rainy
2024-02-03,8.4,69.3,0.0,5.8,1014.5,Partly Cloudy
2024-02-04,12.5,60.5,0.0,20.8,1013.2,Partly Cloudy
2024-02-05,6.6,62.9,0.0,5.7,1012.8,Partly Cloudy
2024-02-06,8.8,60.3,0.0,18.6,1012.5,Partly Cloudy
2024-02-07,14.7,52.7,0.0,21.5,1012.1,Partly Cloudy
2024-02-08,7.1,66.3,0.0,27.4,1015.8,Partly Cloudy
2024-02-09,15.0,70.6,0.0,6.0,1008.8,Cloudy
2024-02-10,11.6,63.0,0.0,7.8,1016.1,Partly Cloudy
2024-02-11,7.6,55.7,0.0,20.2,1014.7,Partly Cloudy
2024-02-12,11.5,67.3,0.0,22.5,1011.1,Partly Cloudy
2024-02-13,12.7,54.8,0.0,8.6,1013.3,Partly Cloudy
